to_translate;translation
Express-Bestellung:\n\nBei der Bundesdruckerei kann auch ein Reisepass im Expressverfahren bestellt werden. Die Bearbeitungszeit (Antragstellung bis Aushändigung) im KVR, Passausgabe, Ruppertstraße 19, beträgt im Idealfall etwa drei bis vier Arbeitstage. In den Außenstellen des Bürgerbüros verlängert sich die Bearbeitungszeit um einen Arbeitstag. Sie können den Pass in jedem Bürgerbüro im Stadtgebiet beantragen und abholen. Zusätzlich zur Gebühr muss ein Aufpreis von 32 Euro gezahlt werden.;Schnell-Antrag:\n\nBei der Bundesdruckerei können Sie auch einen Reisepass schnell bestellen. Die Zeit von dem Antrag bis zur Übergabe beim Bürgerbüro in der Ruppertstraße 19 ist sehr kurz. Sie wartet nur drei bis vier Tage. In den anderen Bürgerbüros brauchen Sie einen Tag länger. Sie können den Pass überall in der Stadt beantragen und abholen. Außerdem müssen Sie noch 32 Euro extra zahlen.
Gültigkeit des Reisepasses:\n* Für Personen unter 24 Jahren gilt der Reisepass sechs Jahre, bei über 24-Jährigen ist er zehn Jahre gültig\n* Eine Verlängerung der Gültigkeitsdauer ist nicht möglich.;Reisepass: Wie lange ist er gültig?\n* Wenn Sie jünger als 24 Jahre sind, dann ist Ihr Reisepass 6 Jahre gültig.\n* Wenn Sie älter als 24 Jahre sind, dann ist Ihr Reisepass 10 Jahre gültig.\n* Man kann die Zeit nicht verlängern.
Sie müssen in jedem Fall zur Beantragung persönlich vorsprechen.;Sie müssen selber kommen, wenn Sie etwas beantragen wollen.
Einen Reisepass für Minderjährige (also vor Vollendung des 18. Lebensjahres) dürfen nur Personen beantragen, die als Sorgeberechtigte den Aufenthalt zu bestimmen haben. Der oder die Antragsberechtigte muss persönlich in Begleitung des oder der Minderjährigen bei uns vorsprechen, um den Reisepass zu beantragen. Sind beide Elternteile antragsberechtigt, reicht es, wenn ein Elternteil vorspricht, sofern dieser den schriftlichen Antrag des anderen Elternteils vorlegt.;Wenn Sie für Ihr Kind, das noch keine 18 Jahre alt ist, einen Reisepass holen wollen, dann müssen Sie das machen. Denn Sie dürfen bestimmen, wo Ihr Kind wohnt. Sie müssen mit Ihrem Kind zusammen zu uns kommen, um den Reisepass zu holen. Wenn beide Eltern das dürfen, dann kann auch ein Eltern-Teil kommen. Dieser Eltern-Teil muss dann das geschriebene Okay vom anderen Eltern-Teil dabei haben.
Für den Besuch in unseren Bürgerbüros müssen Sie einen Termin vereinbaren.;Wenn Sie in unser Bürgerbüro kommen wollen, brauchen Sie einen Termin.
Hinweis:\nZusätzlich zum Passfoto werden die Fingerabdrücke gespeichert.;Wichtig:\nNeben dem Foto für den Pass werden auch die Abdrücke von den Fingern gespeichert.
Voraussetzungen\n\nSie können den Reisepass grundsätzlich nur bei der Passbehörde an Ihrem Hauptwohnsitz beantragen. Einen Termin zur Antragstellung buchen Sie hier. Eine Ausnahme gibt es nur für Bundesbürger, die im Ausland leben, sich zu Besuch in München aufhalten und zwingend einen neuen Pass brauchen. In diesem Ausnahmefall können Sie keinen Termin in einem der Bürgerbüros buchen, da die Sachbearbeitung an einer zentralen Stelle erfolgt. Für Informationen zur Antragstellung und Terminvereinbarung (nur in diesem Ausnahmefall) kontaktieren Sie uns bitte unter der E-Mail Adresse passamt.kvr@muenchen.de. Die Passbehörde muss sowohl die Antragsberechtigung wie auch die Echtheit der Unterschrift prüfen. Bitte legen Sie entsprechende Ausweisdokumente (Personalausweis, Reisepass) vor.;Welche Dinge sind wichtig?\n\nSie können einen Reise-Pass nur da beantragen, wo Sie wohnen.\nSie müssen dafür einen Termin machen.\nDen Termin können Sie im Internet machen.\n\nEs gibt eine Ausnahme:\nSie leben in einem anderen Land.\nSie besuchen München.\nUnd Sie brauchen schnell einen neuen Pass.\nDann können Sie den Pass hier beantragen.\nAber Sie können dann keinen Termin im Internet machen.\nDie Arbeiter und Arbeiterinnen müssen klären:\nDürfen Sie den Pass beantragen?\nIst Ihre Unterschrift echt?\nDeshalb brauchen Sie einen Ausweis oder einen alten Reise-Pass.\n\nWenn Sie Fragen haben:\nDann schreiben Sie eine E-Mail.\nDie E-Mail-Adresse ist: passamt.kvr@muenchen.de
Benötigte Unterlagen\n* Aktuelles biometrisches Passbild;Das brauchen Sie:\n* Ein neues Foto von Ihnen. Das Foto muss nach den Regeln für Pass-Fotos gemacht sein.
Benötigte Unterlagen\n* Ausweisdokument (bisheriger Reisepass, Personalausweis, Kinderreisepass - soweit vorhanden, bei Erstbeantragung Geburtsurkunde des Kindes im Original)\n* Bei unter 18-Jährigen: Personalausweis oder Reisepass aller sorgeberechtigten Personen\n* Falls erforderlich: Zustimmungserklärung des abwesenden Elternteils (zum Download erhältlich)\n;Diese Sachen brauchst du:\n* Deinen Ausweis (Reisepass oder Personalausweis). Wenn du einen Kinder-Reisepass hast, brauchst du den auch. Wenn du das erste Mal einen Pass beantragst, brauchst du deine Geburtsurkunde. Du brauchst das Original.\n* Wenn du noch keine 18 Jahre alt bist, brauchst du den Reisepass oder den Personalausweis von allen Personen, die für dich sorgen.\n* Manchmal braucht man eine Zustimmung vom anderen Eltern-Teil. Wenn der andere Eltern-Teil nicht da ist. Du kannst die Zustimmung herunterladen.
Bearbeitungszeit\nFrühestens vier bis fünf  Wochen;Es dauert mindestens 4 bis 5 Wochen.
Hinweise zur Abholung:\n* Sie können online den Bearbeitungsstand Ihres Reisepasses abfragen.;Hinweise zum Abholen:\n\n* Sie können im Internet nachschauen, ob Ihr Reisepass fertig ist.
Hinweise zur Abholung:\n*  Für die Abholung benötigen Sie einen vorab gebuchten Termin.\n* Abholen können Sie den Pass persönlich oder ein Bevollmächtigter, dem Sie eine schriftliche Vollmacht mitgeben (zum Download erhältlich). Eltern von minderjährigen Kindern brauchen keine Vollmacht, um deren Pass abzuholen. Minderjährige können ihren Pass nicht selbst, sondern nur zusammen mit einem Sorgeberechtigten, abholen.;Hinweise zum Abholen:\n\n* Sie müssen vorher einen Termin machen. Dann können Sie den Pass abholen.\n* Sie können den Pass selbst abholen. Oder jemand anderes holt den Pass für Sie ab. Diese Person braucht dann Ihren Brief. In dem Brief steht, dass die Person den Pass für Sie abholen darf. Sie können diesen Brief herunterladen.\n* Eltern können den Pass für ihr Kind abholen. Sie brauchen keinen Brief.\n* Wenn Ihr Kind noch nicht erwachsen ist, kann es den Pass nicht alleine abholen. Ein Eltern-Teil muss dabei sein.
Gebührenrahmen\n* Unter 24 Jahren: 37,50 Euro\n* Über 24 Jahren: 60 Euro\n* Vielreisende (Reisepass mit 48 Seiten): Gebühr plus 22 Euro Aufpreis\n* Express-Bestellung: Gebühr plus 32 Euro Aufpreis\n* Vorläufiger Reisepass: 26 Euro;* Wenn Sie unter 24 Jahre alt sind: Sie zahlen 37,50 Euro.\n* Wenn Sie älter als 24 Jahre sind: Sie zahlen 60 Euro.\n* Wenn Sie oft reisen (Sie brauchen einen Reise-Pass mit 48 Seiten): Sie zahlen die normale Gebühr und 22 Euro extra.\n* Wenn Sie Ihren Reise-Pass schnell brauchen (Express-Bestellung): Sie zahlen die normale Gebühr und 32 Euro extra.\n* Wenn Sie einen vorläufigen Reise-Pass brauchen: Sie zahlen 26 Euro.
Sollten Sie den Reisepass dringend benötigen und sollte sogar die Express-Bestellung zu lange dauern, können Sie einen vorläufigen Reisepass beantragen, den Sie sofort mitnehmen können. Bitte bringen Sie dazu ein zusätzliches biometrisches Passbild mit. Der vorläufige Reisepass ist ein Jahr gültig, wird jedoch nicht von allen Ländern (zum Beispiel USA) akzeptiert.;Brauchen Sie Ihren Reise-Pass ganz schnell? Die Schnell-Bestellung dauert immer noch zu lange? Dann können Sie einen schnellen Reise-Pass beantragen. Den schnellen Reise-Pass bekommen Sie sofort. Sie müssen noch ein Passbild mitbringen. Das muss ein Bio-Metrie-Bild sein. Der schnelle Reise-Pass ist ein Jahr lang gültig. Aber nicht alle Länder lassen ihn zu. Zum Beispiel die USA.
Ja, für Kinder kann auch ein Reisepass beantragt werden. Bei Reisen in einige Länder ist ein Reisepass sogar vorgeschrieben. Es kann aber nur entweder ein Reisepass oder ein Kinderreisepass ausgestellt werden.\nVorteil Reisepass: Er ist in allen Ländern gültig.\nVorteil Kinderreisepass: Er kostet nur 13 Euro.;Ja, Kinder können auch einen Pass bekommen. Manche Länder sagen: Kinder müssen einen Pass haben, wenn sie dort hin reisen. Aber ein Kind bekommt entweder einen normalen Pass oder einen Kinder-Pass. Nicht beide.\n\nEin normaler Pass ist gut, weil jedes Land ihn annimmt.\n\nEin Kinder-Pass ist gut, weil er nur 13 Euro kostet.
Ja, für Kinder kann auch ein Reisepass beantragt werden. Bei Reisen in einige Länder ist ein Reisepass sogar vorgeschrieben. Es kann aber nur entweder ein Reisepass oder ein Kinderreisepass ausgestellt werden.\nVorteil Reisepass: Er ist in allen Ländern gültig.\nVorteil Kinderreisepass: Er kostet nur 13 Euro.;Ja, auch Kinder können einen Reise-Pass bekommen. Wenn Kinder in manche Länder reisen, brauchen sie sogar einen Reise-Pass. Aber es gibt nur einen Reise-Pass für ein Kind. Oder einen Kinder-Reise-Pass.\nEin Reise-Pass ist gut weil: Alle Länder akzeptieren ihn.\nEin Kinder-Reise-Pass ist gut weil: Er kostet nur 13 Euro.
Brauchen Sie sofort einen Reisepass und würde selbst das Expressverfahren zu lange dauern, können Sie in dringenden Fällen einen vorläufigen Reisepass beantragen.;Müssen Sie schnell einen Reise-Pass haben? Das Express-Verfahren dauert zu lange für Sie? In sehr wichtigen Fällen können Sie einen vorläufigen Reise-Pass bestellen.
Ich brauche meinen Reisepass jetzt sofort!;Ich muss meinen Reisepass jetzt gleich haben!
Wie bekomme ich einen vorläufigen Reisepass?;Wie kriege ich einen vorläufigen Reise-Pass?
Was muss ich mitbringen?;Was musst du mitnehmen?
Was kostet der vorläufige Reisepass?;Wie viel muss ich für den zeitweiligen Reise-Pass bezahlen?
Wie kann ich den vorläufigen Reisepass bezahlen?;Wie kann ich den zeitweiligen Reise-Pass bezahlen?
Wie lange ist ein vorläufiger Reisepass gültig?;Wie lange gilt ein zeitweiliger Reise-Pass?
Einzelheiten zu den jeweiligen Reisemodalitäten einzelner Länder können Sie beim Auswärtigen Amt, im Reisebüro oder bei der Botschaft des jeweiligen Landes erfragen. Dort bekommen Sie eine aktuelle Information, ob ein vorläufiger Reisepass für die Einreise akzeptiert wird.;Sie wollen wissen, wie man in andere Länder reisen kann? Sie können das Auswärtige Amt fragen. Oder Sie gehen ins Reisebüro. Oder Sie fragen bei der Botschaft von dem Land, in das Sie reisen wollen. Dort sagen sie Ihnen, ob Sie mit einem vorläufigen Reisepass einreisen können. Dort bekommen Sie auch andere wichtige Infos für Ihre Reise.
Dieser maschinenlesbare Reisepass (ohne den Chip mit biometrischen Daten) ist ein Jahr gültig.\n\nEinen vorläufigen Reisepass können Sie in jedem Bürgerbüro im Stadtgebiet  beantragen. Sie können das Ausweisdokument sofort mitnehmen.;Sie können einen vorläufigen Reise-Pass bekommen. Der Pass ist nur ein Jahr gültig. Der Pass hat keinen Chip mit besonderen Daten. Den Pass können Sie in jedem Bürger-Büro in der Stadt bekommen. Sie bekommen den Pass sofort.
Voraussetzungen\nSie müssen nachweisen oder glaubhaft machen, dass Sie den vorläufigen Reisepass dringend benötigen.;Voraussetzungen:\nSie müssen zeigen oder beweisen, dass Sie den vorläufigen Reisepass sehr dringend brauchen.
Bearbeitungszeit\nDen vorläufigen Reisepass können Sie sofort mitnehmen.;Die Zeit, die man braucht, um etwas zu machen\n\nDen vorläufigen Reisepass können Sie gleich mitnehmen.
Gebührenrahmen\n26 Euro;Sie müssen 26 Euro bezahlen.
Kinderreisepass;Reisepass für Kinder.
Alle deutschen Kinder bis zum 12. Lebensjahr können einen Kinderreisepass erhalten.;Alle Kinder aus Deutschland können einen Kinderreisepass bekommen. Aber nur bis sie 12 Jahre alt sind.
Was ist ein Kinderreisepass?;Ein Kinder-Reise-Pass ist ein Dokument für Kinder. Mit diesem Pass können Kinder in andere Länder reisen.
Wofür braucht mein Kind einen Kinderreisepass?;Warum muss mein Kind einen Kinder-Reise-Pass haben?
Wie bekomme ich einen Kinderreisepass?;So bekommen Sie einen Kinder-Reise-Pass:\n\n1. Sie müssen zum Amt gehen. Das nennt man auch: Amt für Bürger-Dienste.\n\n2. Sie müssen den Antrag ausfüllen. Ein Antrag ist ein Papier, auf dem Sie schreiben warum Sie etwas wollen. Hier schreiben Sie, dass Sie einen Kinder-Reise-Pass wollen.\n\n3. Sie brauchen ein Foto von Ihrem Kind. Das Foto muss ein Pass-Foto sein. Das heißt, es ist ein besonderes Foto, dass Sie oft bei einem Foto-Geschäft machen lassen können.\n\n4. Sie müssen Geld bezahlen für den Kinder-Reise-Pass. Wie viel Geld Sie bezahlen müssen, sagt Ihnen die Person auf dem Amt.\n\n5. Dann bekommen Sie den Kinder-Reise-Pass.\n\nBeachten Sie: Der Kinder-Reise-Pass ist nur eine bestimmte Zeit gültig. Wie lange der Pass gültig ist, steht in dem Pass drin. Sie sollten immer schauen, ob der Pass noch gültig ist, bevor Sie auf Reise gehen.
Was muss ich mitbringen?;Was soll ich mitnehmen?
Reicht es aus, wenn nur ein Elternteil mit dem Kind kommt?;Ist es genug, wenn nur Mama oder Papa mit dem Kind kommen?
Ist der Elternteil alleinerziehend?;Zieht die Mutter oder der Vater das Kind alleine groß?
Was kostet der Kinderreisepass?;Wie viel Geld braucht man für den Pass für Kinder?
Wie kann ich den Kinderreisepass bezahlen?;Wie bezahle ich den Reise-Pass für Kinder?
Wie lange dauert es, bis der Kinderreisepass fertig ist?;Wann ist der Reise-Pass für Kinder fertig?
Wie lange ist der Kinderreisepass gültig?;Wann läuft der Kinder-Reise-Pass aus?
Gültigkeit:\nDer Kinderreisepass ist ein Jahr gültig (maximal bis zum zwölften Lebensjahr).;Gültig-Sein:\nDer Kinder-Reisepass ist für 1 Jahr gut.\nAber höchstens bis das Kind 12 Jahre alt ist.
Voraussetzungen\n\nDen Kinderreisepass für Minderjährige dürfen nur Personen beantragen (aktualisieren, verlängern), die als Sorgeberechtigte den Aufenthalt zu bestimmen haben. Der oder die Antragsberechtigte muss persönlich in Begleitung des oder der Minderjährigen bei uns vorsprechen, um den Kinderreisepass zu beantragen (aktualisieren, verlängern). Sind beide Elternteile antragsberechtigt, reicht es, wenn ein Elternteil vorspricht, sofern dieser den schriftlichen Antrag (Zustimmungserklärung) des anderen Elternteils vorlegt.\n\nSie können den Kinderreisepass grundsätzlich nur bei der Passbehörde der Hauptwohnung durch persönliche Vorsprache beantragen. \n\n\nFür jeden Besuch im Bürgerbüro (ausstellen, verlängern, aktualisieren von Ausweisdokumenten sowie das Eintragen der Sorgeberechtigten) brauchen Sie einen Termin.;Übersetzung in Leichte Sprache:\n\nWer darf den Kinder-Reise-Pass beantragen, ändern oder länger machen?\nDas dürfen nur Personen, die das Kind erziehen und bestimmen, wo das Kind wohnt.\nDie Person, die den Kinder-Reise-Pass für das Kind braucht, muss mit dem Kind zu uns kommen.\nBeide Eltern dürfen den Pass beantragen.\nAber es reicht, wenn ein Eltern-Teil mit dem Kind zu uns kommt.\nDas andere Eltern-Teil muss aber ein Papier schreiben.\nIn dem Papier steht: Das Kind darf den Pass bekommen.\n\nWo können Sie den Kinder-Reise-Pass bekommen?\nDen Kinder-Reise-Pass bekommen Sie nur bei uns.\nUnd nur, wenn Sie mit dem Kind zu uns kommen.\n\nWann brauchen Sie einen Termin?\nSie brauchen immer einen Termin, wenn:\n- Sie einen Kinder-Pass neu machen, ändern oder länger machen wollen,\n- oder wenn die Eltern im Pass stehen sollen.
Benötigte Unterlagen\n\nFür den Antrag, zur Verlängerung oder für Aktualisierung des Lichtbildes:\n* Aktuelles biometrisches Passfoto des Kindes\n* Personalausweis oder Reisepass aller sorgeberechtigten Personen\n* Falls erforderlich: Zustimmungserklärung des abwesenden Elternteils\n* (zum Download erhältlich)\n* Bisheriges Ausweisdokument des Kindes (falls vorhanden), ansonsten die Geburtsurkunde des Kindes im Original\n\nFür die Eintragung der sorgeberechtigten Elternteile in den Kinderpass zusätzlich:\n* Antrag auf Eintragung sorgeberechtigter Elternteile (zum Download erhältlich);Brauchbare Sachen\n\nFür den Antrag, zum Länger-Machen oder für ein neues Bild:\n* Ein neues Pass-Foto vom Kind, das so aussieht wie auf Personalausweisen und Reisepässen\n* Personalausweis oder Reisepass von allen Personen, die das Sagen haben\n* Wenn nötig: Ein Zettel, auf dem der andere Elternteil sagt: Ja, das ist in Ordnung. (Sie können den Zettel runterladen)\n* Der alte Ausweis vom Kind (wenn es einen gibt), wenn nicht: die Geburts-Urkunde vom Kind. Aber das Original.\n\nFür das Eintragen von den Eltern, die das Sagen haben, in den Kinder-Pass brauchen Sie noch mehr:\n* Ein Antrag auf Eintragung von den Eltern, die das Sagen haben (Sie können den Antrag runterladen).
Bearbeitungszeit\nDer Kinderreisepass wird bei Vorlage aller erforderlichen Unterlagen in der Regel sofort ausgestellt.;Wenn Sie alle Sachen mitbringen, die wir brauchen, machen wir den Kinder-Reise-Pass sofort fertig.
Gebührenrahmen\nKinderreisepass: 13 Euro;Kinder-Reise-Pass kostet 13 Euro.
Können Kinder auch einen regulären Reisepass bekommen?\n\nJa. Bei Reisen in einige Länder ist dieser Reisepass sogar vorgeschrieben. Es kann aber nur entweder ein Kinderreisepass ausgestellt oder ein maschinenlesbarer Reisepass beantragt werden.\n\nVorteil Reisepass: er ist in allen Ländern gültig, kostet unter 24 Jahren: 37,50 Euro.\nVorteil Kinderreisepass: er kostet nur 13 Euro.;Können Kinder auch einen normalen Reisepass haben?\n\nJa. Wenn Kinder in einige Länder reisen, brauchen sie diesen Pass. Aber Kinder können nur einen Kinderreisepass oder einen normalen Reisepass haben.\n\nGut am normalen Reisepass: Er gilt in allen Ländern. Er kostet für Kinder unter 24 Jahren: 37,50 Euro.\n\nGut am Kinderreisepass: Er kostet nur 13 Euro.
Was ist ein Dolmetscher?;Ein Dolmetscher ist eine Person.\nDiese Person kann in eine andere Sprache sprechen, was jemand gesagt hat.\nSo können Menschen sich verstehen, die verschiedene Sprachen sprechen.
Sie haben Müll im öffentlichen Verkehrsraum, also auf Straßen, Plätzen, Geh- und Radwege oder Grünstreifen gefunden? Melden Sie uns die Verschmutzung!;Haben Sie Abfall auf Straßen, Plätzen, Gehwegen, Radwegen oder Grünflächen gefunden? Bitte sagen Sie uns Bescheid, wo es schmutzig ist!
Ich habe eine Verschmutzung oder Müll im öffentlichen Raum gesehen.;Ich habe Dreck oder Abfall draußen gesehen.
Kontakt: So erreichen Sie die Straßen-Reinigung;So kommen Sie mit der Straßen-Reinigung in Kontakt.
Der München-Pass ermöglicht Münchner Bürger*innen mit geringem Einkommen eine Vielzahl von Ermäßigungen in den Bereichen Bildung, Gesundheit/Sport, Kultur/Kunst, MVV;Der München-Pass ist etwas Besonderes. Menschen in München, die wenig Geld haben, bekommen den Pass. Mit dem München-Pass bekommen sie weniger Kosten. Diese Kosten sind weniger: bei Bildungs-Kursen, beim Gesundheits-Training oder Sport, bei Kunst-Ausstellungen oder beim Theater und beim Bus und Bahn fahren.
Was kann ich mit dem München-Pass machen?;Was kann ich mit dem Pass von München tun?
Wer kann einen München-Pass bekommen?;Wer darf einen München-Pass haben?
Wer bekommt den München-Pass noch?;Wer kann den München-Pass auch bekommen?
Wie beantrage ich den München-Pass?;So bekomme ich den München-Pass:\n\n1. Füllen Sie ein Formular aus.\n   Das Formular heißt \
München-Pass für obdachlose Menschen;München-Karte für Menschen ohne Wohnung.
München-Pass für gehörlose Menschen;Pass für gehörlose Menschen in München.
Was muss ich mitbringen?;Welche Dinge brauche ich?
Was kostet der München-Pass?;Wie teuer ist der München-Pass?
Ich habe eine Frage zum München-Pass.;Ich frage jetzt zum München-Pass.
Der München-Pass ist eine freiwillige Leistung der Landeshauptstadt München und ermöglicht eine Vielzahl von Vergünstigungen bei städtischen und nicht städtischen Einrichtungen (zum Beispiel MVV, Museen, Sportstätten, Schwimmbäder, Kinos, Theater, Tierpark, und weitere).;Der München-Pass ist eine Hilfe von der Stadt München. Mit dem München-Pass kann man viele Dinge günstiger machen. Zum Beispiel:\n* Mit dem Bus fahren\n* Museen besuchen\n* Sport machen\n* Ins Schwimmbad gehen\n* Ins Kino gehen\n* Theater besuchen\n* Den Tierpark besuchen\n* Und noch vieles mehr.
Besondere Anlaufstellen\nGehörlose Münchner*innen wenden sich an den Sozialdienst für Gehörlose.;Besondere Orte zum Hingehen:\n\nMenschen in München, die nichts hören können, gehen zum Sozial-Dienst für Gehörlose.
Besondere Anlaufstellen\nMünchner*innen ohne eigene Wohnung wenden sich an die Zentrale Wohnungslosenhilfe.;Anlaufstellen für besondere Fälle\nFalls Sie in München leben und kein eigenes Zuhause haben, können Sie sich an die zentrale Hilfe für wohnlose Menschen wenden.
Benötigte Unterlagen\n* gültiger Ausweis (bei postalischer Beantragung Kopie des Ausweises)\n* Bescheid über Leistungen nach dem SGB II oder Leistungen nach dem SGB XII oder\n* Bescheid vom Amt für Wohnen und Migration oder\n* Bescheid von der Kindergeldkasse oder\n* Nachweise über Einkommen, Vermögen und Miete oder\n* Nachweis über Teilnahme Bundesfreiwilligendienst oder\n* Nachweis über Teilnahme am Freiwilligen Sozialen beziehungsweise Ökologischen Jahr.\n* Zusätzlich wird ein Passfoto benötigt;Brauche Papiere:\n* Ausweis, der noch gut ist (wenn du es mit der Post machst, schicke eine Kopie vom Ausweis)\n* Ein Brief der sagt, dass du Geld nach dem SGB II oder SGB XII kriegst oder\n* Ein Brief vom Amt für Wohnen und Migration oder\n* Ein Brief von der Kindergeld-Kasse oder\n* Papiere die dein Einkommen, Vermögen und Miete zeigen oder\n* Ein Papier, das zeigt, dass du am Bundes-Freiwilligen-Dienst teilnimmst oder\n* Ein Papier, das zeigt, dass du am Freiwilligen Sozialen oder am Freiwilligen Ökologischen Jahr teilnimmst.\n* Du brauchst auch ein Foto von dir.
Bearbeitungszeit\nInnerhalb einer Woche.;Wir machen es in einer Woche fertig.
Gebührenrahmen\nEs fallen keine Gebühren an.;Du musst nichts bezahlen.
Wer kann den München-Pass beantragen?\n\nDen München-Pass können folgende Münchner Bürger*innen bekommen:\n* Bezieher*innen von laufender Hilfe zum Lebensunterhalt oder Grundsicherung (SGB XII),\n* Bezieher*innen von Bürgergeld (SGB II),\n* Bezieher*innen von Leistungen nach dem Asylbewerberleistungsgesetz (AsylbLG),\n* Bezieher*innen von Wohngeld oder Kinderzuschlag und deren Familienangehörige,\n\nPersonen mit geringem Einkommen, deren Einkommen den Bedarfssatz nach dem für sie anwendbaren Gesetz nicht übersteigt. Der Bedarfssatz setzt sich aus der Regelleistung zuzüglich eventueller Mehrbedarf und zuzüglich Kosten der Unterkunft zusammen. Zudem darf die Grenze des einzusetzenden Vermögens nach dem SGB XII nicht überschritten werden:\n* 10.000 Euro für jede volljährige Person\n* 500 Euro für jedes Kind\n\nAu-Pairs, Auszubildende und Studierende können leider keinen München Pass erhalten.\n* Personen mit einem monatlichen Nettoeinkommen unter der für sie geltenden Münchner Einkommensgrenze für Freiwillige Leistungen.\n  Diese ist:\n  * Ein-Personenhaushalt: 1.660 Euro\n  * jede weitere Person ab 14 Jahren: 830 Euro\n  * jede weitere Person bis einschließlich 13 Jahren: 500 Euro\n\nDaraus ergeben sich folgende beispielhafte Haushaltsnettoeinkommen:\n  * Ein-Personenhaushalt: 1.660 Euro\n  * Zwei-Personenhaushalt: 2.490 Euro\n  * Familie mit 1 Kind bis 13 Jahre: 2.990 Euro\n  * Familie mit 1 Kind ab 14 Jahren: 3.320 Euro\n* Zum monatlichen Nettoeinkommen gehören zum Beispiel:  Ausbildungs-/Gehalt, Renten, Nebeneinkünfte (wie Minijob), Einnahmen aus selbständiger Tätigkeit, Kindergeld, Unterhaltsleistungen, Einnahmen aus Unter-/Vermietung und Verpachtung und so weiter ...\n  Zudem darf die Grenze des einzusetzenden Vermögens nach dem SGB XII nicht überschritten werden:\n  * 10.000 Euro für jede volljährige Person\n  * 500 Euro für jedes Kind\n\n  Au-Pairs, Auszubildende und Studierende können leider keinen München Pass erhalten\n\n* Teilnehmende Personen am Freiwilligen Sozialen beziehungsweise Ökologischen Jahr, Freiwillige im Rahmen des Bundesfreiwilligendienstes;Wer darf den München-Pass haben?\n\nFolgende Menschen in München können den München-Pass bekommen:\n\n* Menschen, die Geld für ihren Lebensunterhalt bekommen (nach SGB XII),\n* Menschen, die Bürger-Geld bekommen (nach SGB II),\n* Menschen, die Geld nach dem Asyl-Bewerber-Leistungs-Gesetz bekommen,\n* Menschen, die Wohn-Geld oder Kinder-Zuschlag und ihre Familien-Mitglieder bekommen,\n* Menschen, die wenig Geld verdienen.  \n\nAber: Ihr Geld darf nicht mehr als einen bestimmten Wert sein. Dieser Wert heißt \
Können Personen, die nicht in München wohnen einen Pass erhalten?\nNein, außer Teilnehmende am Bundesfreiwilligendienst, am Freiwilligen Sozialen beziehungsweise Ökologischen Jahr. Hier genügt es, dass Sie den Dienst in München leisten und währenddessen in München übernachten.;Können Menschen, die nicht in München leben, einen Ausweis bekommen? \nNein, nur wenn sie beim freiwilligen Jahr oder beim Bundesfreiwilligen-Dienst mitmachen. Sie müssen in München arbeiten und dort schlafen.
Welche Vergünstigungen oder Ermäßigungen gibt es darüber hinaus?\n\nEs gibt verschiedene Vergünstigungen oder Ermäßigungen in unterschiedlicher Höhe beim Besuch von\n* Bädern\n* Sportstätten/-vereine\n* Museen\n* Bauwerke\n* Kinos\n* Tierpark\n* Theatern\n* Volkshochschule\n* und andere verschiedene Einrichtungen;Was kann man billiger machen?\n\nDu kannst weniger Geld bezahlen für\n* Schwimm-Bäder\n* Sport-Stätten oder Sport-Vereine\n* Museen\n* Gebäude\n* Kinos\n* Tier-Park\n* Theater\n* Volkshochschule\n* und andere verschiedene Orte.
Wo können Sie den München-Pass beantragen?\n\nDen München-Pass können Sie in dem für Ihre Wohnadresse zuständigen Sozialbürgerhaus oder im Amt für Wohnen und Migration auf dem Postweg oder bei einer persönlichen Vorsprache beantragen.;Wo können Sie den München-Pass bekommen?\n\nSie können den München-Pass bei dem Sozialbürgerhaus beantragen. Das Sozialbürgerhaus muss zuständig sein für den Ort, wo Sie wohnen. Oder Sie können den Pass beim Amt für Wohnen und Migration beantragen. Sie können den Pass mit einem Brief beantragen. Oder Sie können persönlich hin gehen.
Meldebescheinigung;Bestätigung der Anmeldung.
Kann ich eine Bescheinigung über Ihre im Melderegister eingetragenen Daten beantragen?;Kann ich einen Zettel bekommen, wo drauf steht, was über mich im Melderegister steht?
Was ist eine Meldebescheinigung?;Was bedeutet Meldebescheinigung?
Wofür brauche ich eine Meldebescheinigung?;Warum brauche ich einen Anmelde-Nachweis?
Was kostet eine Meldebescheinigung?;Wie viel Geld brauche ich für einen Nachweis, wo ich wohne?
Wie bekomme ich eine Meldebescheinigung?;Wie bekomme ich einen Zettel, wo drauf steht, wo ich wohne?\n\nDu brauchst einen Zettel, wo drauf steht, wo du wohnst. Diesen Zettel nennt man Meldebescheinigung. \n\nSo bekommst du diesen Zettel:\n\n1. Du gehst ins Bürgeramt in deiner Stadt.\n2. Du sagst: Ich brauche eine Meldebescheinigung.\n3. Du muss vielleicht etwas bezahlen für den Zettel.\n4. Dann bekommst du den Zettel.\n\nAuf dem Zettel steht:\n\n- Dein Name\n- Wo du wohnst\n- Seit wann du da wohnst.
Wie kann ich einen Termin im Bürgerbüro in der Ruppertstraße machen?;Wie mache ich ein Treffen im Bürger-Büro in der Straße Ruppert?
Was muss ich zum Termin mitbringen?;Was muss ich zum Treffen mitnehmen?
Wie kann ich die Meldebescheinigung bezahlen?;Wie kann ich das Papier zahlen, dass sagt, wo ich wohne?
